Version	Name	Genre	Artist	bpm	☆N7	☆H7	☆A7	☆D7	☆N14	☆H14	☆A14	☆D14	N7	H7	A7	D7	N14	H14	A14	D14
15	ヨシダさん	TECHNO	AKIRA YAMAOKA	150	5	7	9	-	5	6	8	-	470	728	987	-	523	739	1003	-
15	リグレット	EURO TRANCE	星野奏子	155	6	8	10	-	6	8	-	-	666	887	1223	-	661	888	-	-
15	星をこの手に	J-POP	DJ YOSHITAKA feat.星野奏子	165	7	9	10	-	6	9	10	-	614	933	1099	-	609	962	1267	-
15	花吹雪 ～IIDX LIMITED～	JAPANESE ALTERRATION	S.S.D.FANTASICA feat.ユッコ	150	4	6	8	-	5	7	8	-	367	573	719	-	493	615	838	-
15	零 -ZERO-	HYPER J-POP ZERO	TЁЯRA	180	6	8	9	10	6	8	10	-	596	912	1162	1380	601	909	1154	-
15	電人、暁に斃れる。	NU-NRG	L.E.D.-G	165	7	10	12	-	7	11	12	-	785	1255	1725	-	775	1207	1732	-
15	鬼言集	INDUSTRIAL REVIEW	あさき	250	6	8	10	-	6	7	10	-	599	792	1037	-	584	748	996	-
16	2 tribe 4 K	TRIBAL	Remo-con	140	5	7	11	11	6	8	10	-	408	751	1402	1402	408	747	1233	-
16	Anisakis -somatic mutation type "Forza"-	HARD RENAISSANCE	朱雀	185	6	10	11	12	6	10	12	12	631	1089	1443	1971	637	1291	1603	1956
16	avant-guerre	CLASSICAL PIANO SOLO	Osamu Kubota	130-146	4	7	10	-	4	9	10	-	390	694	982	-	390	694	982	-
16	Be OK	EUROBEAT	good-cool ft. Florence	160	5	8	10	11	6	9	12	-	479	902	1215	1679	492	1063	1717	-
16	beatonic nation	TECH-TRONIKA	Sota Fujimori	165	5	8	9	-	5	7	10	-	640	955	1093	-	664	999	1259	-
16	Blue Rain	TRANCE	dj TAKA VS Ryu☆	144	6	8	11	12	6	8	10	-	514	812	1149	1702	587	803	1037	-
16	Darling my LUV	J-R&B	DJ Yoshitaka feat.B-Agents	100	4	6	8	-	5	7	-	-	354	512	695	-	345	576	-	-
16	Dazzlin' Darlin	HANDZ UP	HHH	149	4	7	10	-	5	7	11	-	455	704	1115	-	433	696	1052	-
16	Digitank System	TECH-BREAKBEATS	DJ Mass MAD Izm*	128	6	9	11	-	5	8	10	-	480	815	1096	-	482	813	1175	-
16	Do it!!Do it!!	N-BEAT	Kraken	300	8	10	11	12	5	10	12	12	538	816	987	1317	435	736	982	1312
16	end of world	FRENZY HOUSE	猫叉Master+	162	6	9	10	-	5	10	-	-	523	924	1268	-	523	924	-	-
16	evergreen	PROG	kors k	133	5	7	10	-	5	8	11	-	507	720	997	-	519	740	1037	-
16	four pieces of heaven	JUNGLE	Lion	125-195	5	10	11	12	5	10	12	-	481	988	1225	1518	481	965	1264	-
16	Freeway Shuffle	TRANCE	dj TAKA	145	4	7	10	-	5	8	9	-	411	650	949	-	416	669	916	-
16	I'm In Love Again -DJ YOSHITAKA REMIX-	TRANCE	Remixed by DJ YOSHITAKA	145	6	8	10	-	6	9	-	-	542	845	1073	-	565	894	-	-
16	ICARUS	NU-SKOOL BREAKEBEATS HARDCORE	Eagle	126-251	7	10	12	12	7	10	12	-	694	1097	1301	2000	687	1038	1336	-
16	in the Sky	HAPPY HARDCORE	Ryu☆	180	7	10	12	-	7	10	11	-	697	1079	1279	-	681	1040	1241	-
16	JOURNEY TO "FANTASICA" (IIDX LIMITED)	THE WORLDGLOOVE	S.S.D.FANTASICA feat. EMI with ARATA	260	4	8	9	-	5	9	10	-	437	648	952	-	469	710	1081	-
16	Kick Out 仮面	E-DANCE POP	上野圭市 (aka. Babyweapon,DJ SWAMI) feat.星野奏子	160	5	7	9	-	5	7	10	-	596	800	1022	-	599	842	1356	-
16	LOVELY STORM	HAPPY HARDCORE	L.E.D.-G	178	6	9	10	-	7	10	11	-	679	1105	1429	-	733	1249	1418	-
16	madrugada	PROGRESSIVE HOUSE	PINK PONG	125	4	7	9	-	3	7	10	-	363	631	906	-	319	623	938	-
16	MAX LOVE	LOVELY BUCHIAGE POP	DJ YOSHITAKA feat.星野奏子	180	5	8	10	-	7	9	10	-	730	1100	1348	-	752	1130	1572	-
16	MENDES	IRREGULAR HI-BREAK	Humanoid	168	6	11	12	12	6	10	12	12	573	1353	1831	2626	569	1231	1922	2603
16	MENTAL MELTDOWN	HARD HOP	GUHROOVY fw. TECHNORCH	145	6	10	11	12	6	9	11	-	609	1176	1443	1774	607	1024	1335	-
16	NEW GENERATION -もう、お前しか見えない-	ONLY ONE EURO BEAT	SUPER STAR 満-MITSURU-	165	5	9	10	12	6	9	11	-	541	1011	1342	1895	556	969	1278	-
16	Now and Forever	ENERGETIC TRANCE	StripE vs MUNETICA feat.ARISA	146	5	8	10	-	5	9	11	-	480	861	1159	-	404	862	1306	-
16	oratio	HYMNUS	蓑舞衆	162	7	10	12	-	7	9	12	-	747	1056	1493	-	706	1061	1406	-
16	PARANOiA ～HADES～	SUPERNOVA2 BEAT #1	α TYPE-300	75-300	7	11	12	-	8	11	12	-	558	954	1395	-	600	989	1532	-
16	PROMISE FOR LIFE	BALLAD	TЁЯRA WORKS	70	3	7	8	-	4	6	8	-	305	753	875	-	286	570	746	-
16	radius	DANCE	yasuhiro abe	150	4	8	9	-	4	6	9	-	424	736	990	-	399	602	986	-
16	REMINISCENCE	TRI EURO FANTASIA	jun with Alison	171	6	9	10	-	6	9	11	-	643	939	1183	-	643	946	1183	-
16	Rising in the Sun (original mix)	UK HARDCORE	kors k feat. Rie	172	5	9	10	-	4	8	-	-	463	865	998	-	463	853	-	-
16	Ristaccia	OUVERT?RE	Zektbach	160	6	9	12	-	5	8	10	11	609	1032	1386	-	400	936	1174	1265
16	ROCK ME NOW	RAGGA ROCK	GUHROOVY fw. NO+CHIN	220	6	9	10	-	5	9	-	-	524	843	1266	-	519	858	-	-
16	satellite020712 from "CODED ARMS"	HARD HOUSE	猫叉Master	154	6	9	11	-	8	10	12	-	680	983	1293	-	833	1337	1720	-
16	satfinal	RAVE	RAM	180	5	7	9	-	6	8	10	-	548	722	963	-	545	805	1016	-
16	scar in the earth	WORLD/ELECTRONICA	猫叉Master	141	3	5	8	-	4	7	9	-	335	565	766	-	383	592	831	-
16	Shades of Grey	HARD TRANCE	Fracus	170	5	6	8	-	6	9	10	-	375	577	827	-	480	731	998	-
16	SHIFT	TECHNO	AKIRA YAMAOKA	130	5	8	10	-	5	8	10	-	506	725	1000	-	541	758	1044	-
16	soldier's waltz	WALTZ BEAT	DAJI	186	5	9	10	-	4	9	-	-	428	735	1200	-	428	767	-	-
16	SOUND OF GIALLARHORN	FREEFORM HARDCORE	L.E.D.-G	184	6	10	11	-	6	9	10	-	708	1405	1668	-	704	1227	1599	-
16	State Of The Art	TECHNOTRONICA	Sota Fujimori feat. cyborg AKEMI	155	5	8	9	-	6	8	9	12	552	790	1056	-	541	806	1053	1756
16	STEEL NEEDLE	BREAK CORE	Scorpion	205	6	10	11	12	6	10	11	12	560	1121	1269	1701	575	1103	1367	1676
16	switch	ULTIMATE J-POP	DAISUKE ASAKURA ex.TЁЯRA	152	4	9	11	-	5	9	11	-	407	790	1069	-	407	790	1069	-
16	THE DEEP STRIKER	NU STYLE GABBA	L.E.D.-G	173	6	10	11	12	5	10	11	12	556	1150	1528	1778	622	1133	1451	1728
16	the trigger of innocence	ETHNOTRONICA	Seiya Murai	150	5	7	9	-	6	9	10	-	451	592	924	-	597	1019	1527	-
16	Time to Air	DANCE SPEED	青龍	191	6	10	11	12	7	9	11	-	640	1064	1458	1888	634	985	1325	-
16	TRIP MACHINE PhoeniX	SUPERNOVA2 BEAT #2	DE-SIRE 改	320	4	9	10	-	6	9	11	-	347	792	935	-	347	792	888	-
16	TROOPERS	ULTIMATE CORE	Des-TRACT	177	6	10	12	12	6	10	12	-	625	1216	1496	1631	625	1197	1616	-
16	Ubertreffen	PROGRESSIVE BAROQUE	TAKA respect for J.S.B.	174	6	10	11	12	7	10	12	12	555	1019	1280	1655	536	953	1171	1583
16	Wanna Party?	PIANO HOUSE	RAM	128	4	7	8	-	3	6	9	-	386	599	762	-	329	616	910	-
16	エコ爺	80's EURO	Y&Co.	125	4	6	9	-	4	6	9	-	424	678	923	-	424	678	922	-
16	マチ子の唄	EDUCATION	AKIRA YAMAOKA	152	4	6	8	-	4	7	9	-	418	662	901	-	428	636	879	-
16	ミラージュ･レジデンス	FUSION	Jimmy Weckl	144	5	9	10	-	6	10	12	-	575	1097	1345	-	575	1073	1537	-
16	叶うまでは	ELECTRIC AOR	ウッチーズ	140	4	7	9	-	5	9	-	-	387	727	988	-	387	727	-	-
16	少年A	POST RENAISSANCE	Remixed by 少年ラジオ	90-192	6	10	12	-	6	10	12	-	642	1144	1449	-	681	1150	1356	-
16	湘南族 -cannibal coast-	ELECTRO	Aural Vampier	138	4	5	8	-	4	6	9	-	380	586	841	-	380	585	835	-
16	華爛漫 -Flowers-	HYPER JAPANESQUE 2	TЁЯRA	160	6	8	10	12	7	9	10	-	510	804	1029	1597	592	801	1011	-
16	走馬灯 -The Last Song-	SOLDIER'S BALLAD	TAKA	68-85	3	4	7	-	3	5	-	-	258	464	673	-	258	465	-	-
16	高高度降下低高度開傘	SYMPHONIC TECHNO	Dr. Honda	150	4	7	9	-	5	9	10	-	466	777	1005	-	475	842	1204	-
17	3y3s	DANCE SPEED	青龍	191	7	10	12	-	8	10	12	-	772	1306	1871	-	804	1461	1882	-
17	ALL I NEED YOUR LOVE	HARDCORE	GUHROOVY fw. M-PROJECT	145	5	7	9	-	6	7	9	-	559	873	1081	-	559	873	1081	-
17	ALL MY TURN -このターンに、オレの全てを賭ける-	ONLY ONE EURO BEAT	SUPER STAR 満 -MITSURU-	170	6	9	11	12	6	9	11	12	533	971	1314	1844	606	944	1224	1729
17	Arabian Rave Night	ARABIC HARDCORE	dj MAX STEROID	180	6	10	11	12	6	10	11	12	655	1166	1504	1888	655	1161	1605	1991
17	B4U(BEMANI FOR YOU MIX)	RECKLESS RAVE	Remixed by DJ YOSHITAKA with Michael a la mode	170	6	9	11	12	7	9	11	12	615	1205	1810	2360	764	1189	1519	1986
17	Bahram Attack-猫叉Master Remix-	HOUSE	猫叉Master feat.JUNE	155	4	9	10	11	5	9	11	11	535	997	1314	1640	618	1051	1443	1709
17	BITTER CHOCOLATE STRIKER	JUMPSTYLE	L.E.D.-G	165	5	10	12	-	5	10	11	-	564	1142	1990	-	564	1141	1574	-
17	BRIDAL FESTIVAL!!!	HAPPY☆JIG	S.S.D. with ななっち	138	4	7	9	-	5	8	9	-	502	764	1077	-	590	820	970	-
17	Captivate2～覚醒～	NOSTALISH REQUIEM	e-lma	175	6	9	11	12	5	9	11	12	564	894	1221	1543	493	805	1235	1392
17	Colorful Cookie	HAPPY HARDCORE	Lucky Vacuum	180	5	10	12	-	7	10	12	-	570	1143	1773	-	716	1220	1811	-
17	Cyber Force -DJ Yoshitaka Remix-	BUCHIAGE TRANCE	Remixed by DJ YOSHITAKA	148	5	9	10	-	6	9	10	-	553	944	1278	-	694	1079	1292	-
17	Flash back 90's	MEGA MIX	kors k as disconation	155	4	8	10	-	5	8	10	10	467	964	1179	-	526	815	1001	1318
17	Fly Above	DREAM TRANCE	Sota Fujimori	150	5	6	8	-	5	8	9	-	482	815	1016	-	412	894	1061	-
17	Go Beyond!!	TRANCE CORE	Ryu☆ Vs. Sota	200	6	10	12	-	7	10	12	-	547	899	1166	-	528	822	1087	-
17	HOUSE NATION	HOUSE	ravex	128	4	7	9	-	5	8	10	-	440	802	997	-	491	856	1119	-
17	HYPERION	MORNING FULL ON	L.E.D.	150	6	9	11	-	6	10	11	-	572	1072	1385	-	572	1047	1391	-
17	I'm Screaming Love	TECHNO POP	Creative Life	147	4	6	7	-	5	7	9	-	308	666	851	-	456	605	913	-
17	Jack	MIXTURE	DesQ	116	5	7	10	11	5	8	11	-	465	714	1086	1232	466	852	1252	-
17	JEWELLERY STORM	HARDCORE	L.E.D-GROOVY fw.Eriko Tanzawa	176	5	8	10	-	5	9	11	-	518	961	1284	-	595	934	1342	-
17	Just a Little Smile	NU SKOOL BREAKS	Sota Fujimori	136	4	8	11	-	4	7	11	-	415	683	1272	-	496	878	1276	-
17	Kung-fu Empire	ASIAN JANGLE	飛燕流舞	177	6	10	11	12	6	10	11	12	760	1327	1657	1999	607	1301	1659	1999
17	Marie Antoinette	宮廷円舞曲	Marguerite du Pre	205-248	6	9	11	12	6	9	11	11	558	1018	1312	1618	478	901	1385	1500
17	Mind Mapping	ELECTRO-TECH	Ryu☆	128	4	7	9	10	4	7	8	11	443	627	923	1135	353	667	937	1295
17	Monkey Dance'09	EUROBEAT	Y&Co. Feat.DOMINO	155	4	8	10	-	4	8	11	-	437	895	1142	-	437	870	1257	-
17	MY FUTURE	TRANCE	PINK PONG	148	5	8	9	-	6	9	11	-	489	850	1111	-	658	982	1363	-
17	naughty girl@Queen's Palace	TECH-BREAKBEATS	DJ Mass MAD ism	145	5	9	11	11	5	8	10	11	433	869	1088	1380	433	698	853	1276
17	neogenesis	ENERGETIC TRANCE	DM Ashura	151	4	6	9	11	5	7	9	11	504	682	864	1180	476	675	1034	1390
17	NΦ CRIME	DANCE MUSIC OF SORROW	C×F	160	4	7	9	10	5	8	9	11	414	736	951	1211	526	846	1012	1285
17	Our Song	HOUSE	Shinichi Osawa	136	4	7	9	-	5	8	10	-	463	784	948	-	466	789	1141	-
17	Programmed World	PSY TRANCE（FULL ON）	kors k as StripE	153	5	9	11	-	5	10	11	-	476	910	1161	-	476	941	1181	-
17	PSYCHE PLANET-GT	PSYCHEDELIC TRANCE	Remixed by L.E.D.	152	6	9	10	-	6	9	10	-	725	1174	1360	-	694	1076	1474	-
17	Punch Love ? 仮面	E-DANCE POP	上野圭市(a.k.a.Baby Weapon, DJ SWAMI) feat.星野奏子	172	5	8	10	11	6	9	10	12	565	888	1269	1636	692	1028	1355	1771
17	Queens Tragedy	BIG BEAT	猫叉Master+	152	4	8	10	-	4	8	9	-	428	872	1135	-	431	812	1012	-
17	secrets	TECH PARA	good-cool ft.CHiCO	150	6	9	11	12	5	10	11	12	638	1253	1592	2116	637	1195	1797	1951
17	smooooch･∀･	CANDY RAVE	kors k	177	4	8	10	11	5	8	10	-	418	830	1089	1436	448	813	1166	-
17	SOLITON BEAM	TECHNO	L.E.D.	152	6	9	10	-	7	10	12	-	745	1071	1187	-	710	1157	1378	-
17	THANK YOU FOR PLAYING	ONLY ONE EPILOGUE	SUPER STAR 満-MITSURU-	45-170	5	9	10	12	5	8	10	11	412	858	1090	1534	437	863	1107	1182
17	THE SHINING POLARIS (kors k mix)	UK HARDCORE	Remixed by kors k	172	5	8	9	-	6	7	8	-	493	775	1061	-	573	759	950	-
17	thunder HOUSE NATION Remix	HOUSE	Remix by Sunet In Ibiza（SII）	128	4	7	9	12	5	8	10	-	544	838	1242	1954	577	860	1296	-
17	Turii ～Panta rhei～	ELEMENTAL CHANT	Zektbach	148	4	9	10	-	4	8	10	-	449	1051	1347	-	440	1006	1280	-
17	V2	PROGRESSIVE	TAKA	150	6	10	11	-	5	10	11	-	751	1620	1810	-	746	1408	1686	-
17	Y&Co. is dead or alive	90's RAVE	Y&Co.	145-876	5	9	10	12	5	10	11	12	569	921	1222	1478	549	936	1202	1414
17	You'll say "Now!"	ONLY ONE TECHNO	BLACK STAR 幸広 -YUKIHIRO-	155	6	10	11	-	7	10	11	-	629	962	1276	-	537	940	1299	-
17	まほろば	J-DANCE POP	HHH+H	149	5	7	9	11	5	8	11	-	398	737	1033	1135	445	708	1127	-
17	アタックno.3	DRAGON'BASS	IDEA NOTE	170	5	7	9	-	6	9	10	-	451	680	1075	-	560	889	1180	-
17	ハリツヤランデヴー	HOU-ROCK	Des-MASTERS	143	5	8	10	-	5	8	10	-	482	1078	1251	-	482	939	1248	-
17	ミッドナイト堕天使	TRENDY TECHNO	Dr.Honda	150	5	7	9	11	5	8	9	11	500	827	1037	1398	548	895	1123	1552
17	不沈艦CANDY	HARCORE	Risk Junk	188	6	9	12	-	6	9	11	-	601	1014	1682	-	601	1018	1486	-
17	凛として咲く花のごとく	撫子ロック	紅色リトマス	163	6	9	10	11	6	9	10	12	672	1087	1398	1595	659	1094	1443	1766
17	卑弥呼	ESOTERIC SPEEDCORE	朱雀 VS 玄武	83-185	6	11	12	12	7	11	12	12	643	1442	2119	2333	640	1396	2194	2333
17	天空脳番長危機十六連打	RAGE AGAINST EMPRESS	D.J.SETUP	150	5	10	11	-	5	10	11	-	525	1115	1323	-	525	1087	1309	-
17	山岡晃の「クイズ！家事都合！」	ポップス	AKIRA YAMAOKA feat.喜屋武ちあき	148	4	7	10	-	5	8	10	-	339	700	1035	-	452	772	1012	-
17	翼	J-TRANCE	小林ゆう	148	4	7	9	10	5	8	10	11	454	765	988	1258	503	838	1086	1447
17	鉄甲乙女-under the steel-	IRON CONCERTO	Seiya Murai	160	4	7	10	-	5	9	10	-	474	826	1098	-	534	850	1220	-
18	AIR RAID FROM THA UNDAGROUND	SPEEDCORE	GUHROOVY	180	7	9	11	-	6	9	11	-	628	952	1189	-	587	944	1225	-
18	Almagest	AKASHIC RECORDS	Galdeira	178	7	11	12	-	6	11	12	-	526	1146	1629	-	506	1117	1764	-
18	Bad Maniacs	INDUSTRIAL	kors k as teranoid	195	7	10	12	-	7	10	12	-	667	989	1656	-	573	1074	1606	-
18	bass 2 bass	BUBBLEGUM DANCE	Ryu☆	140	4	7	10	-	5	7	10	-	366	638	970	-	472	888	1085	-
18	beatchic☆仮面～好き、でいさせて～	E-DANCE POP	上野圭市（transforming into Masao?Lovely)feat.星野奏子	175	5	8	9	-	5	8	10	-	507	836	1017	-	524	987	1190	-
18	BEAUTIFUL ANGEL	DRUM'N'BASS	DJ SWAN	172	4	8	10	-	5	8	10	-	321	921	1254	-	433	954	1444	-
18	being torn the sky	ELECTRO POP	猫叉Master+ feat.JUNE	102	4	7	10	-	3	7	9	-	331	613	998	-	278	555	864	-
18	bloomin' feeling	HAPPY HARDCORE	Ryu☆	181	7	9	11	-	6	10	11	-	643	980	1313	-	646	1109	1384	-
18	Brazilian Fire	LATIN HOUSE	Ben Franklin	130	6	8	9	-	4	7	9	-	412	676	894	-	414	707	901	-
18	CaptivAte～裁き～(SUBLIME TECHNO MIX)	SUBLIME TECHNO	Remixed by DJ YOSHITAKA	180	6	8	10	-	5	8	11	-	523	826	1336	-	553	870	1173	-
18	Chocolate Dancing	TRIP-POP	Yoche feat.Mayu	90	3	5	7	-	3	6	8	-	233	505	724	-	263	491	685	-
18	D	NEXT SKOOL BREAKBEATS HARDCORE	Eagle	30-240	8	10	11	-	6	10	11	-	770	1004	1313	-	598	1021	1257	-
18	DAWN -THE NEXT ENDEAVOUR-	DRUM & BASS	L.E.D. fw.堀澤麻衣子	183	7	9	11	-	8	9	10	-	831	1369	1577	-	871	1393	1615	-
18	Dazzlin' Darlin-秋葉工房Mix-	EUROBEAT	Remixed by DJ Command	160	4	8	10	-	5	8	11	-	403	767	1053	-	474	818	1140	-
18	DENJIN AKATSUKINI TAORERU -SF PureAnalogSynth Mix-	PSYCHE TRANCE	Remixed by Sota Fujimori	165	6	8	9	-	6	7	10	-	532	826	1336	-	527	819	1222	-
18	DESIRE	UK HARDCORE	M-Project fw.GUHROOVY	175	5	9	11	-	5	8	10	-	477	1004	1446	-	531	872	1327	-
18	Do Back Burn	ELECTRO	PRASTIK DANCEFLOOR	136	4	7	9	-	5	9	10	-	342	711	1000	-	417	807	1085	-
18	DOMINION	HARDCORE	L.E.D.-G	196	7	10	12	-	5	10	12	-	635	1194	1636	-	601	1180	1631	-
18	DROP	WHITE SEQUENCE	dj TAKA feat.Kanako Hoshino	152	4	9	11	-	4	8	11	-	435	1115	1337	-	390	977	1268	-
18	Elisha	TRANCE CORE	DJ YOSHITAKA	185	6	10	11	-	5	9	11	-	462	754	1152	-	481	822	1390	-
18	Empire State Glory	CYBERPUNK	Dirty Androids	173	6	9	11	-	6	10	11	-	563	928	1329	-	596	1041	1351	-
18	eRAseRmOToRpHAntOM	HARDCORE	L.E.D.-G VS GUHROOVY	135-270	7	10	12	-	8	10	12	-	787	1340	1686	-	788	1281	1798	-
18	Evans	HARD RENAISSANCE	DJ YOSHITAKA	185	6	11	12	-	7	10	12	-	592	1121	1440	-	679	1046	1438	-
18	EXUSIA	HARDCORE	L.E.D.-G	188	6	10	12	-	8	10	12	-	628	1417	1964	-	887	1392	1980	-
18	G59	EXPERIMENTAL MUSIC	怒れる金の獅子	170	7	10	12	-	6	11	12	-	906	1210	2000	-	652	1210	2000	-
18	GALGALIM	HARDCORE TECHNO	L.E.D.	165	6	10	11	-	7	10	12	-	733	1036	1208	-	708	979	1197	-
18	GOLDEN CROSS	TECHNO	dj REMO-CON VS dj TAKA	150	5	9	12	-	5	8	12	-	559	1072	1765	-	619	970	1529	-
18	Hydrogen Blueback	TECK DANCE	MAD CHILD	143	5	8	10	-	5	8	10	-	520	862	1170	-	573	877	1165	-
18	IN THE NAME OF LOVE	EUROBEAT	Y&Co. feat. Erica	155	4	7	9	-	4	8	10	-	381	718	975	-	371	722	976	-
18	Keep It-秋葉工房Mix-	EUROBEAT	DJ Command feat.NAGISA	166	5	9	10	-	5	9	11	-	521	867	942	-	380	775	1204	-
18	Last Burning	ELECTRO	Dirty Androids	130	5	7	10	-	4	7	9	-	443	840	1197	-	434	840	1059	-
18	Light Shine	BUBBLEGUM DANCE	Ryu☆	140	5	7	10	-	5	9	11	-	415	582	988	-	559	898	1361	-
18	London Affairs Beckoned With Money Loved By Yellow Papers.	SERIOUS STEP	Paddington Private Detective	150	4	6	8	-	4	7	8	-	407	743	922	-	475	659	873	-
18	MIRACLE MEETS	BUCHIAGE TRANCE	Lucky Vacuum	160	6	9	11	-	6	9	10	-	488	807	1128	-	471	857	1051	-
18	MIRU key way	ELECTRO POP	Jacca PoP	130	4	6	9	-	4	6	8	-	414	665	891	-	414	592	909	-
18	mosaic	TECHNO POP SPEED	Auridy	188	7	10	12	-	7	8	11	-	754	1035	1509	-	728	845	1348	-
18	Mysterious Time	EUROBEAT	Y&Co.	155	4	7	9	-	4	7	11	-	414	754	1025	-	401	806	1192	-
18	NEW SENSATION -もう、あなたしか見えない-	ONLY ONE IDOL SONG	SUPER HEROINE 彩香-AYAKA-	200	6	10	11	-	6	9	11	-	641	1045	1357	-	650	1022	1574	-
18	NoN-Fiction Story!	TECHNO POP	Creative Life	160	4	7	10	-	4	7	9	-	360	703	1112	-	471	713	1007	-
18	One of A Kind	TECHNO/DANCE	Crystal Begley	132	4	8	9	-	4	7	9	-	420	711	946	-	464	726	973	-
18	Programmed Sun	PSY TRANCE(MORNING)	kors k	144	6	9	11	-	4	9	10	-	563	960	1309	-	371	885	1135	-
18	quell -the seventh slave-	TRANCE	dj TAKA Vs. dj YOSHITAKA	140-162	4	9	12	-	7	9	12	-	490	926	1646	-	638	944	1752	-
18	Raison d'?tre～交差する宿命～	ASTRAL CHOIR	Zektbach	155-175	5	10	11	-	6	10	12	-	614	1184	1389	-	564	1028	1836	-
18	Red. by Full Metal Jacket	TECH-BREAKBEATS	DJ Mass MAD Izm*	158	6	10	12	-	6	9	12	-	517	1062	1643	-	517	1015	1564	-
18	Roots of my way!	ACTRESS	ナイア	158	4	7	9	-	5	7	9	-	447	683	1025	-	500	683	1025	-
18	Session 1 -Genesis-	ELECTRIC FUSION	PRASTIK DANCEFLOOR	79-178	6	9	11	-	8	9	11	-	472	841	1240	-	638	871	1170	-
18	She is my wife	ONLY ONE BALLAD	SUPER STAR 満-MITSURU-	85-170	5	9	10	-	5	9	10	-	358	801	1002	-	356	795	1020	-
18	SOLID STATE SQUAD	HARDSTYLE	kors k Vs. L.E.D.	155	5	10	12	-	5	11	12	-	539	1188	1819	-	539	1188	1913	-
18	Sorrows	EMO	Asako Yoshihiro	185	5	8	10	-	5	8	11	-	410	848	1241	-	466	880	1274	-
18	SPARK ! -essential RMX-	TRANCE	Remixed by dj TAKA VS PINK PONG	140	5	8	10	-	5	8	10	-	458	859	1057	-	480	837	1309	-
18	Special One	J-HOUSE	kors k feat. SuzuyoMiyamoto	128	5	7	9	-	5	8	9	-	435	618	895	-	415	625	900	-
18	spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-	PSYCHEDELIC TRANCE	Remixed by L.E.D.	154	5	9	10	-	5	9	10	-	541	1086	1270	-	549	1087	1270	-
18	Sunrise	DRUM'N'METAL	good-cool ft.KOЯO	175	5	9	10	-	6	9	11	-	539	996	1402	-	514	1052	1316	-
18	THE LAST STRIKER	DRUM & BASS	L.E.D.	185	6	8	11	-	5	8	10	-	721	995	1327	-	707	1016	1342	-
18	The Story Begins	EPIC TRANCE	SADA & Sota	150	4	8	10	-	6	9	11	-	428	925	1232	-	729	1117	1480	-
18	To the Future	CLUB 80's	seiya-murai	122	5	7	9	-	4	7	9	-	295	518	951	-	305	568	903	-
18	with me...	ELECTRO	Sota Fujimori feat.Kemy	144	5	8	10	-	5	8	9	-	465	917	1277	-	470	902	1089	-
18	かずあそび	INSANIO	CULTVOICE by S.S.D.PRODUCTS	170	3	6	8	-	4	7	9	-	265	600	852	-	352	689	910	-
18	たからもの	POPS	セリカ&エリカ	182	6	8	9	-	5	7	10	-	646	943	1123	-	636	908	1521	-
18	コスモス	J-POP	TSU-NA	148	5	8	9	-	5	8	9	-	458	762	1049	-	471	778	1012	-
18	サヨナラ・ヘブン	WORLD/ELECTRONICA	猫叉Master	111	4	6	8	-	5	6	8	-	476	709	855	-	644	815	957	-
18	バビロニア	DISTORTED NEW AGE	劇団レコード	164	4	7	8	-	4	6	8	-	422	705	940	-	412	590	951	-
18	フェティッシュペイパー ～脇の汗回転ガール～	モッシュ	ガキ大将ティーム	110	4	6	8	-	5	6	10	-	396	603	914	-	397	596	995	-
18	ワルツ第17番 ト短調"大犬のワルツ"	VALSE	virkato	220-320	6	10	12	-	6	10	12	-	669	1214	1684	-	640	1259	2290	-
18	未来のプリズム	STAR POP	星野奏子	132	4	7	9	-	4	8	10	-	351	701	893	-	341	698	967	-
18	水上の提督(Short mix from ”幻想水滸伝V”)	WORLD/ELECTRONICA	猫叉Master 	140	4	8	10	-	3	9	10	-	357	868	1073	-	357	940	1280	-
19	Aegis	TECHNO	IT medalion	162	6	8	11	-	5	8	10	-	459	717	1202	-	444	728	1109	-
19	ALBIDA	HARD RENAISSANCE	DJ YOSHITAKA	185	6	10	12	-	6	9	11	-	560	1013	1530	-	568	958	1393	-
19	Answer	STARPOP	星野奏子	156	4	7	10	-	5	7	9	-	393	748	1224	-	463	738	1142	-
19	ANTHEM LANDING	LATIN TEK	DJムラサメ	151	5	9	11	-	6	10	11	-	489	987	1484	-	555	1164	1258	-
19	Believe In Me	HARDCORE	Uraken feat. Calyn Tsukishima	170	5	9	11	-	5	9	11	-	533	962	1213	-	502	916	1200	-
19	BLUST OF WIND	CROSSOVER HOUSE	Anemo=Aspel by MLREC.	145	5	8	10	-	5	8	10	-	421	810	1080	-	394	784	1105	-
19	Bounce Bounce Bounce	DANCEHALL	kors k feat.Kanata Okajima＆楽天斎	116	5	9	11	-	5	9	11	-	560	909	1293	-	507	874	1230	-
19	Breaking the ground	HARDCORE	Art of Fighters	166	5	8	10	-	5	8	10	-	598	899	1274	-	556	866	1265	-
19	Broken	TRANCE	dj TAKA feat.AiMEE	148	5	9	12	-	5	9	12	-	543	1039	1598	-	551	1096	1420	-
19	BROKEN EDEN	SYMPHONIC-TEK	MYTHOLOGIA by MLREC.	162	6	9	11	-	6	10	11	-	542	917	1182	-	560	992	1235	-
19	Cansei de S NIK	FIDGET HOUSE	PRASTIK DANCEFLOOR	137	4	7	9	-	4	7	9	-	392	710	893	-	387	713	891	-
